userId,movieId,rating
151,12,3.0
153,12,4.0
171,12,4.0
175,12,3.5
182,12,4.0
194,12,3.5
212,12,2.0
213,12,4.0
217,12,3.0
228,12,3.5
275,12,4.0
279,12,3.5
299,12,4.0
313,12,3.0
320,12,3.5
331,12,4.0
348,12,4.0
351,12,1.0
392,12,4.5
405,12,4.0
412,12,3.0
422,12,4.5
432,12,3.5
434,12,2.5
437,12,4.0
441,12,4.5
442,12,4.0
13,13,2.0
14,13,3.5
27,13,2.5
28,13,4.0
29,13,4.0
38,13,3.0
43,13,3.0
47,13,3.5
75,13,3.5
79,13,4.0
83,13,4.0
98,13,4.0
110,13,4.0
112,13,3.0
119,13,4.5
125,13,4.0
139,13,5.0
156,13,3.0
158,13,5.0
175,13,4.0
182,13,4.5
200,13,3.5
209,13,2.0
212,13,2.5
236,13,2.5
240,13,3.5
267,13,3.0
275,13,3.0
299,13,4.0
327,13,4.0
330,13,5.0
331,13,2.0
351,13,2.0
353,13,4.5
366,13,4.0
373,13,3.5
386,13,3.5
395,13,3.5
398,13,5.0
411,13,3.0
432,13,3.0
434,13,3.0
437,14,5.0
13,15,2.0
28,15,2.0
125,15,2.0
138,15,2.0
194,15,3.5
207,15,2.0
212,15,1.0
213,15,3.0
267,15,3.0
299,15,2.0
320,15,2.0
400,15,5.0
441,15,2.5
3,16,4.0
21,16,2.5
93,16,3.5
98,16,2.0
108,16,4.5
125,16,4.0
186,16,3.5
204,16,4.5
212,16,3.0
297,16,3.0
299,16,4.0
320,16,4.0
327,16,4.0
346,16,4.0
351,16,4.0
353,16,5.0
372,16,2.0
405,16,3.5
412,16,4.0
434,16,3.0
437,16,5.0
439,16,3.5
125,17,4.0
13,18,2.0
266,18,1.0
437,18,1.0
74,19,2.0
266,19,1.0
439,19,3.5
28,20,2.0
125,20,2.5
331,20,5.0
431,21,4.5
4,22,1.5
43,22,0.5
65,22,3.0
83,22,3.0
107,22,4.0
125,22,0.5
164,22,3.0
194,22,3.5
204,22,2.0
255,22,3.5
267,22,3.0
284,22,3.0
304,22,2.0
305,22,3.0
320,22,3.5
329,22,3.0
400,22,4.0
407,22,3.0
411,22,3.5
434,22,1.5
441,22,2.5
3,23,4.0
4,23,4.5
14,23,3.5
21,23,3.0
27,23,3.0
28,23,4.0
29,23,4.0
30,23,3.0
43,23,2.0
47,23,3.0
65,23,2.5
74,23,4.0
79,23,3.5
98,23,3.0
101,23,3.5
105,23,2.5
108,23,4.5
112,23,4.0
117,23,3.5
119,23,4.5
122,23,4.0
129,23,4.0
135,23,3.0
137,23,3.0
139,23,4.0
159,23,3.5
169,23,4.5
175,23,4.0
176,23,5.0
194,23,3.0
195,23,5.0
202,23,3.5
212,23,1.5
215,23,3.5
228,23,2.5
231,23,3.5
238,23,3.5
240,23,3.5
255,23,4.0
275,23,3.0
279,23,3.0
281,23,4.0
282,23,2.0
298,23,4.0
299,23,3.0
303,23,3.0
310,23,3.5
311,23,5.0
314,23,3.0
320,23,3.5
333,23,2.0
346,23,4.0
357,23,3.0
369,23,3.5
382,23,5.0
383,23,4.0
386,23,3.5
397,23,4.0
400,23,4.0
407,23,4.0
411,23,3.5
421,23,5.0
429,23,4.0
430,23,4.0
432,23,3.5
434,23,2.5
435,23,2.0
437,23,4.0
439,23,4.0
441,23,2.5
8,24,2.0
13,24,2.0
42,24,2.0
47,24,3.0
75,24,4.0
86,24,4.0
97,24,2.0
115,24,3.0
125,24,4.0
129,24,4.0
148,24,4.0
156,24,2.5
164,24,3.0
175,24,4.0
194,24,3.5
212,24,1.0
219,24,2.0
226,24,3.0
246,24,4.0
255,24,4.0
292,24,4.0
329,24,4.0
331,24,3.0
341,24,4.0
351,24,1.5
353,24,2.5
354,24,3.5
362,24,0.5
400,24,4.0
405,24,0.5
429,24,4.0
434,24,1.5
435,24,2.5
441,24,3.0
442,24,3.0
47,25,2.5
59,25,3.5
85,25,5.0
125,25,3.5
137,25,2.0
153,25,2.0
169,25,3.5
194,25,2.0
213,25,3.0
267,25,3.0
275,25,4.0
299,25,3.0
320,25,2.5
331,25,3.0
411,25,4.0
434,25,3.0
437,25,3.0
442,25,3.0
266,26,4.0
421,26,2.0
13,27,2.0
434,27,2.5
3,28,2.0
13,28,2.0
16,28,0.5
26,28,5.0
28,28,4.0
29,28,4.0
34,28,5.0
42,28,4.0
43,28,4.0
45,28,4.5
47,28,2.0
52,28,3.5
64,28,3.5
65,28,2.5
73,28,4.5
86,28,4.5
93,28,4.0
94,28,3.0
108,28,4.5
113,28,4.0
116,28,4.0
125,28,4.5
128,28,4.0
130,28,3.5
137,28,4.0
139,28,5.0
146,28,4.0
148,28,4.0
150,28,5.0
153,28,3.0
155,28,4.0
159,28,4.0
186,28,4.0
194,28,4.0
195,28,4.0
200,28,4.0
201,28,2.0
202,28,3.0
204,28,3.0
212,28,4.0
225,28,3.0
231,28,0.5
236,28,5.0
238,28,3.5
255,28,3.0
257,28,4.0
258,28,3.0
269,28,4.0
279,28,3.5
282,28,4.0
299,28,5.0
310,28,3.0
329,28,4.0
331,28,3.0
342,28,4.0
346,28,5.0
351,28,5.0
353,28,3.5
355,28,3.5
357,28,3.5
358,28,4.0
369,28,4.5
373,28,3.5
374,28,3.5
386,28,4.0
406,28,4.5
411,28,3.0
413,28,4.0
418,28,3.5
422,28,4.0
434,28,3.0
435,28,3.0
437,28,1.0
441,28,4.5
442,28,4.0
13,29,2.0
14,29,3.5
125,29,2.5
164,29,3.0
166,29,4.0
204,29,2.0
207,29,4.0
266,29,2.0
275,29,4.0
299,29,1.5
335,29,3.5
386,29,4.0
392,29,4.5
13,30,2.0
29,30,3.0
122,30,3.0
194,30,3.0
266,30,5.0
282,30,1.0
299,30,2.0
351,30,3.0
441,30,3.0
442,30,2.5
9,31,5.0
13,31,3.0
14,31,3.0
21,31,3.0
29,31,4.0
43,31,3.0
47,31,3.0
125,31,2.5
129,31,4.0
135,31,4.0
153,31,1.0
154,31,4.0
161,31,3.0
164,31,3.5
180,31,2.5
182,31,4.0
189,31,4.5
194,31,3.5
212,31,0.5
255,31,3.0
266,31,5.0
275,31,4.0
299,31,4.0
310,31,3.0
319,31,4.5
320,31,4.0
324,31,1.0
329,31,5.0
331,31,3.0
346,31,3.5
353,31,4.0
383,31,4.0
413,31,4.0
429,31,3.0
434,31,2.5
441,31,4.5
194,32,4.0
212,32,1.5
219,32,1.5
275,32,3.0
327,32,3.0
434,32,0.5
14,33,3.0
71,33,4.0
77,33,3.0
266,33,4.0
299,33,4.0
320,33,3.0
346,33,4.5
421,33,3.0
8,34,3.0
98,34,3.0
261,34,4.0
267,34,4.0
299,34,1.5
331,34,3.0
346,34,3.0
437,35,3.0
13,36,3.0
28,36,4.0
135,36,4.0
236,36,4.0
299,36,3.0
306,36,3.5
331,36,4.0
346,36,4.0
437,36,3.0
13,37,2.0
28,37,3.0
29,37,4.0
47,37,2.5
58,37,3.5
102,37,3.0
119,37,4.5
122,37,4.0
129,37,4.0
137,37,4.0
194,37,2.5
209,37,3.0
230,37,4.0
251,37,4.5
266,37,3.0
275,37,3.0
283,37,2.0
305,37,3.0
314,37,4.0
327,37,2.0
331,37,3.0
353,37,2.5
407,37,5.0
410,37,4.0
441,37,2.5
9,38,3.5
13,38,2.0
14,38,1.0
21,38,4.0
28,38,4.0
42,38,4.0
43,38,5.0
47,38,3.0
51,38,5.0
58,38,5.0
65,38,4.0
73,38,4.5
75,38,3.5
79,38,3.5
86,38,5.0
99,38,2.5
122,38,4.0
125,38,4.5
135,38,2.0
153,38,4.5
159,38,4.5
164,38,4.0
175,38,5.0
194,38,5.0
200,38,4.0
212,38,3.5
217,38,5.0
219,38,5.0
224,38,3.0
225,38,4.0
226,38,3.5
238,38,3.5
239,38,5.0
242,38,2.5
246,38,5.0
252,38,3.5
255,38,4.0
268,38,4.5
275,38,5.0
279,38,4.5
282,38,2.0
292,38,4.5
299,38,4.0
302,38,3.0
304,38,4.5
309,38,3.5
329,38,4.0
351,38,3.0
354,38,3.5
357,38,2.5
362,38,4.5
380,38,1.0
400,38,2.0
422,38,3.0
432,38,4.0
435,38,3.5
437,38,5.0
439,38,3.0
442,38,4.5
13,39,2.0
14,39,1.5
29,39,4.0
47,39,4.0
71,39,4.0
119,39,5.0
125,39,3.0
138,39,4.0
164,39,3.5
175,39,3.5
179,39,3.5
212,39,2.5
266,39,2.0
279,39,2.5
299,39,4.0
327,39,4.0
331,39,4.0
346,39,4.5
366,39,4.0
405,39,3.5
438,39,3.5
81,40,5.0
327,40,3.0
434,40,2.0
299,41,2.5
437,41,4.0
47,42,2.0
89,42,3.0
279,42,2.0
439,42,3.0
442,42,2.0
47,43,3.5
128,43,3.0
320,43,2.5
9,44,4.0
14,44,3.0
20,44,4.0
21,44,3.5
29,44,4.0
42,44,3.0
47,44,3.5
61,44,3.5
68,44,3.0
69,44,4.0
83,44,5.0
97,44,3.5
98,44,4.0
107,44,4.0
125,44,2.5
139,44,3.0
150,44,3.0
154,44,4.0
161,44,4.0
207,44,3.0
213,44,4.0
222,44,4.5
225,44,3.0
234,44,2.0
255,44,4.0
267,44,3.0
299,44,3.0
313,44,2.0
320,44,4.0
327,44,2.0
331,44,3.0
351,44,3.5
412,44,3.5
65,45,3.0
116,45,2.5
275,45,2.0
122,46,1.0
166,46,2.0
175,46,2.0
207,46,2.0
209,46,1.0
219,46,1.0
241,46,1.0
275,46,2.0
277,46,3.0
327,46,2.0
380,46,0.5
442,46,2.0
14,47,3.0
29,47,4.0
122,47,3.5
198,47,3.5
266,47,4.0
299,47,3.0
351,47,3.5
171,48,1.0
217,48,3.0
299,48,4.0
346,48,4.5
366,48,4.0
400,48,3.0
434,48,2.5
437,48,1.0
241,49,5.0
434,50,2.0
437,50,4.0
0,51,5.0
1,51,4.0
4,51,1.5
6,51,4.0
8,51,5.0
9,51,5.0
12,51,4.5
13,51,3.0
14,51,4.5
15,51,2.5
16,51,4.0
18,51,4.0
19,51,5.0
21,51,4.0
22,51,5.0
27,51,4.0
28,51,3.0
29,51,5.0
38,51,4.0
41,51,4.5
42,51,3.0
45,51,3.5
47,51,4.0
55,51,5.0
57,51,2.0
59,51,4.5
60,51,5.0
61,51,4.0
65,51,3.5
68,51,4.0
69,51,4.0
72,51,4.0
75,51,4.0
83,51,5.0
84,51,4.5
85,51,5.0
91,51,4.5
94,51,2.0
95,51,3.5
97,51,2.5
98,51,4.0
99,51,5.0
101,51,4.0
107,51,4.0
108,51,3.5
112,51,5.0
114,51,5.0
116,51,3.5
120,51,4.0
125,51,3.5
129,51,4.0
130,51,2.0
131,51,4.0
135,51,4.0
136,51,5.0
137,51,3.0
138,51,4.0
139,51,4.0
141,51,5.0
144,51,4.0
146,51,5.0
147,51,3.0
150,51,4.0
153,51,4.5
156,51,4.5
159,51,4.0
162,51,3.0
164,51,5.0
169,51,4.5
171,51,5.0
173,51,4.0
175,51,4.0
180,51,4.5
186,51,2.0
189,51,2.0
191,51,5.0
194,51,3.5
195,51,4.0
197,51,3.5
200,51,4.0
202,51,3.5
203,51,2.5
204,51,2.0
207,51,3.0
212,51,3.5
213,51,5.0
215,51,4.5
217,51,5.0
219,51,3.5
220,51,1.0
225,51,5.0
227,51,3.0
230,51,3.5
231,51,4.0
235,51,5.0
238,51,4.0
239,51,4.5
240,51,3.5
241,51,4.0
242,51,4.0
246,51,5.0
255,51,4.0
256,51,3.5
257,51,4.0
258,51,4.5
262,51,4.0
264,51,1.5
265,51,4.5
267,51,3.0
271,51,5.0
275,51,4.0
279,51,3.0
282,51,1.0
284,51,4.0
288,51,5.0
289,51,4.0
295,51,4.5
299,51,5.0
302,51,5.0
304,51,4.0
310,51,4.5
312,51,4.0
313,51,3.0
316,51,4.5
318,51,3.5
319,51,4.5
320,51,5.0
327,51,4.0
330,51,4.0
331,51,5.0
333,51,5.0
335,51,5.0
336,51,0.5
337,51,2.0
339,51,5.0
341,51,4.0
346,51,3.0
347,51,5.0
351,51,4.5
353,51,3.5
357,51,0.5
360,51,3.0
361,51,5.0
362,51,5.0
373,51,3.0
380,51,1.0
384,51,4.0
385,51,5.0
386,51,3.5
389,51,5.0
392,51,4.5
401,51,4.0
411,51,4.0
412,51,5.0
413,51,3.5
418,51,4.0
419,51,3.5
422,51,4.0
427,51,5.0
428,51,4.5
429,51,5.0
430,51,5.0
431,51,4.5
432,51,3.0
434,51,3.5
436,51,4.5
437,51,4.0
439,51,3.5
441,51,4.0
442,51,5.0
241,52,3.0
437,52,4.0
38,53,1.0
47,53,0.5
62,53,2.0
75,53,2.0
112,53,4.0
153,53,0.5
159,53,0.5
182,53,4.5
190,53,1.0
194,53,2.0
207,53,2.0
212,53,0.5
313,53,2.0
320,53,1.0
327,53,1.0
333,53,1.0
348,53,3.0
405,53,1.0
441,53,2.0
13,54,2.0
119,54,5.0
121,54,5.0
219,54,0.5
266,54,4.0
299,54,3.0
327,55,1.0
98,56,1.0
248,56,3.0
125,57,3.5
128,57,3.0
434,57,2.5
14,58,2.5
107,58,5.0
122,58,2.5
175,58,3.5
207,58,3.0
228,58,3.0
241,58,2.0
266,58,4.0
275,58,3.0
299,58,3.0
306,58,3.0
335,58,3.0
373,58,3.0
429,58,3.0
112,59,4.0
194,59,3.5
212,59,2.0
219,59,2.0
236,59,5.0
241,59,4.0
266,59,4.0
299,59,2.0
431,59,4.5
442,59,2.0
0,60,4.0
9,60,1.5
15,60,2.0
24,60,1.5
28,60,4.0
29,60,4.0
42,60,1.0
43,60,3.0
47,60,3.5
59,60,3.5
75,60,3.5
79,60,3.0
93,60,1.5
109,60,3.0
125,60,2.0
153,60,2.5
156,60,3.5
167,60,2.5
175,60,4.0
194,60,3.5
198,60,2.5
212,60,2.5
219,60,2.0
236,60,5.0
241,60,1.0
248,60,3.0
256,60,3.5
261,60,4.0
279,60,2.0
299,60,4.0
320,60,3.0
327,60,4.0
330,60,5.0
331,60,4.0
351,60,3.0
354,60,4.0
415,60,4.0
419,60,4.0
434,60,2.5
441,60,3.0
442,60,3.5
107,61,3.0
125,61,3.5
138,61,3.0
241,61,3.0
266,61,3.0
297,61,5.0
299,61,2.0
327,61,4.0
331,61,4.0
351,61,5.0
353,61,4.0
437,61,3.0
4,62,1.0
13,62,2.0
14,62,3.0
15,62,4.0
31,62,2.5
42,62,2.5
47,62,4.5
58,62,4.0
59,62,2.5
65,62,2.0
69,62,5.0
72,62,1.0
75,62,4.0
91,62,3.5
94,62,2.0
98,62,3.0
105,62,0.5
112,62,2.0
116,62,3.5
122,62,3.5
125,62,2.5
135,62,3.0
139,62,3.5
153,62,1.0
156,62,1.5
162,62,3.0
169,62,4.0
175,62,3.5
189,62,2.0
194,62,2.0
204,62,1.0
207,62,4.0
212,62,3.0
213,62,3.0
217,62,2.5
219,62,2.0
226,62,1.5
234,62,3.0
239,62,2.0
241,62,2.0
244,62,4.5
256,62,2.0
257,62,3.0
260,62,2.5
266,62,4.0
267,62,2.0
275,62,4.0
276,62,3.5
282,62,1.0
284,62,3.0
299,62,4.0
308,62,3.0
310,62,3.0
313,62,1.0
316,62,3.0
318,62,2.0
320,62,3.5
327,62,2.0
330,62,5.0
331,62,2.0
333,62,3.0
340,62,2.0
351,62,2.5
353,62,0.5
357,62,2.5
367,62,0.5
397,62,2.5
404,62,4.0
412,62,2.5
421,62,4.0
422,62,3.5
428,62,2.5
429,62,3.0
432,62,2.5
437,62,3.0
441,62,3.5
442,62,3.0
8,63,4.0
13,63,3.0
14,63,2.0
24,63,4.0
34,63,2.5
38,63,4.0
59,63,4.0
60,63,0.5
64,63,3.5
83,63,4.0
92,63,2.0
94,63,4.0
97,63,2.5
115,63,3.0
119,63,3.5
122,63,3.0
125,63,3.0
150,63,4.0
164,63,3.0
166,63,5.0
194,63,3.5
207,63,3.0
212,63,1.5
213,63,4.0
241,63,4.0
247,63,3.5
266,63,4.0
275,63,3.0
276,63,4.0
298,63,5.0
301,63,2.0
313,63,1.0
320,63,3.0
327,63,2.0
329,63,4.0
346,63,3.5
351,63,1.5
392,63,4.0
411,63,2.0
428,63,3.0
432,63,3.5
434,63,2.5
442,63,3.5
28,64,3.0
79,64,2.0
125,64,0.5
164,64,2.5
175,64,3.0
194,64,2.5
208,64,2.0
212,64,1.5
241,64,2.0
266,64,4.0
275,64,1.0
320,64,2.5
327,64,3.0
351,64,0.5
354,64,4.0
441,64,2.0
442,64,1.0
8,65,3.0
13,65,2.0
24,65,4.5
28,65,4.0
29,65,5.0
42,65,2.5
43,65,2.5
47,65,3.0
59,65,4.0
69,65,4.0
71,65,4.0
72,65,4.0
75,65,3.5
80,65,4.0
93,65,2.0
97,65,1.5
98,65,4.0
122,65,3.0
125,65,2.5
135,65,3.0
139,65,4.0
153,65,2.5
164,65,3.5
169,65,3.5
175,65,4.0
182,65,4.0
194,65,3.5
200,65,3.5
207,65,3.0
212,65,2.5
213,65,4.0
228,65,3.0
239,65,2.0
241,65,3.0
255,65,3.0
256,65,3.5
266,65,3.0
275,65,3.0
282,65,2.0
299,65,3.0
300,65,3.5
313,65,2.0
316,65,3.5
320,65,3.5
327,65,2.0
331,65,2.0
333,65,5.0
341,65,3.5
347,65,4.0
351,65,3.0
353,65,3.0
354,65,3.5
357,65,1.5
362,65,4.5
382,65,3.5
397,65,2.5
421,65,4.0
429,65,4.0
432,65,2.5
441,65,3.5
442,65,2.5
74,66,2.0
241,66,4.0
13,67,2.0
219,67,1.0
266,67,3.0
0,68,4.0
13,68,2.0
14,68,1.0
59,68,3.5
97,68,1.5
107,68,4.0
125,68,3.5
175,68,3.0
194,68,2.0
207,68,2.0
208,68,2.0
255,68,2.0
313,68,3.0
320,68,3.5
327,68,1.5
331,68,4.0
435,68,1.0
437,68,4.0
442,68,3.0
13,69,4.0
26,69,4.0
45,69,3.5
65,69,3.0
91,69,4.0
107,69,4.0
112,69,2.5
125,69,2.5
129,69,4.0
153,69,3.0
164,69,2.5
207,69,3.0
230,69,3.5
266,69,3.0
276,69,4.0
279,69,3.0
299,69,4.0
305,69,3.0
313,69,2.0
314,69,4.0
320,69,3.0
346,69,3.0
348,69,3.5
353,69,4.5
383,69,5.0
395,69,3.5
411,69,3.0
441,69,4.0
442,69,3.0
12,70,3.5
13,70,3.0
14,70,5.0
16,70,4.0
20,70,3.0
42,70,4.0
51,70,2.5
64,70,4.0
72,70,4.0
73,70,4.0
74,70,4.0
75,70,3.5
77,70,3.0
83,70,3.0
93,70,3.0
98,70,3.0
99,70,3.0
108,70,3.5
112,70,5.0
113,70,5.0
117,70,5.0
125,70,4.5
129,70,4.0
142,70,4.0
154,70,3.5
159,70,3.0
164,70,3.0
165,70,3.0
166,70,1.0
181,70,3.0
186,70,4.0
188,70,4.0
195,70,3.0
204,70,3.0
207,70,3.0
212,70,2.5
217,70,4.0
222,70,4.0
225,70,2.0
226,70,2.5
228,70,3.5
237,70,3.0
239,70,4.0
246,70,4.5
247,70,3.5
255,70,3.0
266,70,5.0
275,70,4.0
276,70,3.5
282,70,2.0
290,70,4.0
299,70,5.0
311,70,4.0
313,70,2.0
314,70,4.0
327,70,3.0
330,70,5.0
331,70,5.0
334,70,2.5
346,70,3.5
347,70,3.5
348,70,4.0
353,70,3.0
355,70,2.5
356,70,4.5
357,70,3.5
366,70,4.0
383,70,4.0
386,70,3.0
388,70,4.0
392,70,4.0
405,70,4.5
411,70,3.5
419,70,4.5
428,70,3.5
432,70,2.0
441,70,2.0
442,70,4.0
13,71,3.0
28,71,4.0
29,71,4.0
41,71,3.5
42,71,2.0
43,71,3.0
47,71,2.0
64,71,1.5
72,71,2.0
75,71,3.5
79,71,3.0
83,71,4.0
99,71,3.5
109,71,5.0
125,71,3.0
153,71,2.5
156,71,4.0
194,71,4.0
200,71,3.0
212,71,3.0
219,71,2.5
239,71,3.0
241,71,1.0
248,71,4.0
264,71,2.0
268,71,3.5
278,71,3.0
296,71,3.0
299,71,3.0
304,71,3.5
320,71,4.0
324,71,2.0
327,71,4.0
331,71,3.0
347,71,4.0
351,71,3.5
353,71,3.5
354,71,2.0
355,71,3.0
392,71,3.5
419,71,4.0
434,71,1.5
435,71,3.5
437,71,1.0
441,71,4.0
442,71,3.5
8,72,4.0
9,72,3.0
14,72,3.0
28,72,4.0
29,72,5.0
35,72,4.0
38,72,3.0
47,72,3.0
59,72,4.0
60,72,4.0
71,72,4.5
75,72,3.5
83,72,4.0
97,72,4.0
98,72,4.0
99,72,3.0
122,72,3.5
125,72,2.0
128,72,3.0
129,72,4.0
135,72,3.0
154,72,4.5
164,72,4.5
171,72,3.0
175,72,4.0
182,72,4.0
188,72,4.0
194,72,4.0
197,72,3.0
198,72,4.5
204,72,2.0
213,72,4.0
215,72,0.5
225,72,3.0
241,72,3.0
257,72,4.0
261,72,4.0
264,72,3.0
267,72,3.0
276,72,4.0
298,72,5.0
299,72,3.0
304,72,4.5
308,72,1.0
313,72,3.5
316,72,3.5
318,72,2.5
320,72,4.0
329,72,4.0
330,72,5.0
331,72,4.0
338,72,4.0
347,72,4.5
351,72,3.5
353,72,3.5
357,72,0.5
360,72,2.0
381,72,2.5
405,72,2.0
412,72,4.5
419,72,4.5
427,72,5.0
428,72,4.0
430,72,2.0
434,72,2.0
435,72,1.0
441,72,4.0
442,72,3.5
13,73,4.0
194,73,3.5
248,73,2.0
275,73,1.0
299,73,3.0
313,73,0.5
314,73,3.0
320,73,2.0
327,73,1.0
14,74,4.5
21,74,2.0
28,74,5.0
42,74,3.5
43,74,3.5
47,74,3.0
81,74,1.0
98,74,4.0
119,74,4.0
122,74,4.0
124,74,3.0
126,74,4.0
129,74,3.0
150,74,4.0
153,74,2.5
164,74,3.5
171,74,4.0
182,74,3.5
194,74,1.5
198,74,4.5
204,74,2.0
207,74,2.0
210,74,0.5
213,74,3.0
219,74,2.5
240,74,3.0
241,74,3.0
255,74,4.0
266,74,4.0
267,74,4.0
275,74,3.0
276,74,3.5
299,74,3.0
304,74,4.0
327,74,3.0
346,74,2.5
351,74,2.5
352,74,3.5
357,74,2.5
362,74,3.5
428,74,2.5
432,74,2.5
434,74,2.5
440,74,5.0
331,75,4.0
13,76,2.0
14,76,2.5
125,76,3.5
204,76,3.0
207,76,2.0
212,76,0.5
241,76,1.0
266,76,5.0
275,76,3.0
299,76,4.0
434,76,2.0
12,77,2.0
13,77,1.0
34,77,3.5
42,77,2.0
43,77,2.5
47,77,4.0
51,77,3.0
59,77,4.0
64,77,5.0
65,77,4.5
75,77,4.0
79,77,2.5
83,77,4.0
93,77,1.5
99,77,3.0
112,77,5.0
122,77,3.0
125,77,3.5
153,77,2.0
175,77,3.5
182,77,4.0
194,77,4.0
200,77,2.0
204,77,2.0
212,77,2.0
219,77,1.5
236,77,5.0
241,77,3.0
255,77,3.0
264,77,3.5
299,77,3.0
313,77,2.0
320,77,3.5
327,77,2.0
331,77,5.0
348,77,0.5
351,77,0.5
353,77,3.0
373,77,3.0
398,77,5.0
405,77,2.5
419,77,4.5
422,77,2.0
428,77,1.5
432,77,2.5
434,77,2.5
435,77,2.0
440,77,2.0
441,77,2.5
442,77,3.0
299,78,4.0
331,78,4.0
0,79,5.0
4,79,3.5
8,79,4.0
12,79,4.0
13,79,4.0
14,79,3.5
15,79,3.5
21,79,3.5
24,79,5.0
26,79,4.0
28,79,2.0
29,79,5.0
31,79,3.5
41,79,3.0
42,79,3.5
43,79,3.5
47,79,4.5
48,79,4.0
51,79,5.0
59,79,3.5
61,79,4.0
65,79,4.0
67,79,4.0
69,79,5.0
72,79,4.0
75,79,3.5
83,79,5.0
85,79,4.0
86,79,4.0
91,79,4.0
93,79,3.5
94,79,4.0
97,79,3.0
100,79,4.5
107,79,4.0
112,79,1.0
114,79,3.0
116,79,3.5
117,79,5.0
120,79,3.5
122,79,4.5
125,79,2.5
126,79,2.0
127,79,3.5
135,79,4.0
139,79,4.0
140,79,5.0
150,79,4.0
153,79,3.0
154,79,5.0
157,79,4.0
159,79,3.5
162,79,3.0
164,79,4.0
166,79,4.0
169,79,4.5
174,79,3.5
175,79,4.0
185,79,3.5
188,79,4.0
190,79,5.0
194,79,3.0
195,79,2.0
203,79,0.5
204,79,3.5
207,79,3.0
212,79,2.5
213,79,4.0
216,79,5.0
219,79,3.5
224,79,3.0
225,79,3.0
237,79,0.5
238,79,4.0
239,79,2.5
240,79,3.5
242,79,3.5
250,79,5.0
255,79,3.0
256,79,4.0
257,79,3.5
264,79,3.5
266,79,5.0
270,79,4.0
275,79,5.0
276,79,4.0
282,79,2.0
284,79,5.0
299,79,4.0
305,79,4.0
311,79,4.0
313,79,2.0
314,79,4.0
316,79,4.0
318,79,4.5
320,79,4.0
327,79,4.0
330,79,4.0
331,79,3.0
333,79,3.0
334,79,3.5
337,79,4.0
341,79,4.0
346,79,4.5
347,79,5.0
348,79,4.0
349,79,3.5
351,79,4.0
353,79,3.0
357,79,3.5
360,79,3.0
373,79,3.0
383,79,4.0
386,79,3.0
392,79,4.0
407,79,3.0
411,79,3.5
412,79,3.5
416,79,2.5
418,79,4.0
419,79,4.5
422,79,4.5
427,79,5.0
428,79,3.0
429,79,4.0
430,79,3.0
